Mean inter-call time at X,Mean inter-call time at Y,Mean call length time,Telephony System,Channels from X to Y,Channels from Y to X,Total calls originated,Total calls patched (mean),Total calls patched (std),Total calls blocked (mean),Total calls blocked (std),Percentage calls blocked (mean),Percentage calls blocked (std),Average Channel Utilisation (mean),Average Channel Utilisation (std)
12,15,300,1,11,11,1000,475.0,23.0,525.0,23.0,52.5,2.3,91.7,0.8
12,15,300,1,11,12,1000,487.0,21.0,513.0,21.0,51.3,2.1,91.4,0.9
12,15,300,1,11,13,1000,507.0,27.0,493.0,27.0,49.3,2.7,90.8,1.0
12,15,300,1,11,14,1000,524.0,22.0,476.0,22.0,47.6,2.2,90.1,1.1
12,15,300,1,11,15,1000,544.0,21.0,456.0,21.0,45.6,2.1,89.8,1.0
12,15,300,1,11,16,1000,559.0,24.0,441.0,24.0,44.1,2.4,89.1,1.4
12,15,300,1,11,17,1000,572.0,27.0,428.0,27.0,42.8,2.7,88.0,1.4
12,15,300,1,11,18,1000,592.0,27.0,408.0,27.0,40.8,2.7,87.6,1.4
12,15,300,1,11,19,1000,607.0,23.0,393.0,23.0,39.3,2.3,86.5,1.6
12,15,300,1,11,20,1000,615.0,22.0,385.0,22.0,38.5,2.2,85.4,1.8
12,15,300,1,11,21,1000,627.0,22.0,373.0,22.0,37.3,2.2,84.5,1.9
12,15,300,1,11,22,1000,639.0,21.0,361.0,21.0,36.1,2.1,83.4,2.1
12,15,300,1,11,23,1000,649.0,20.0,351.0,20.0,35.1,2.0,81.7,2.0
12,15,300,1,11,24,1000,655.0,19.0,345.0,19.0,34.5,1.9,80.2,2.1
12,15,300,1,11,25,1000,663.0,22.0,337.0,22.0,33.7,2.2,79.5,2.6
12,15,300,1,11,26,1000,667.0,22.0,333.0,22.0,33.3,2.2,77.3,2.5
12,15,300,1,11,27,1000,675.0,24.0,325.0,24.0,32.5,2.4,75.9,2.5
12,15,300,1,11,28,1000,672.0,20.0,328.0,20.0,32.8,2.0,74.0,2.8
12,15,300,1,11,29,1000,678.0,23.0,322.0,23.0,32.2,2.3,73.5,2.6
12,15,300,1,11,30,1000,678.0,19.0,322.0,19.0,32.2,1.9,71.2,2.9
12,15,300,1,12,11,1000,491.0,22.0,509.0,22.0,50.9,2.2,91.5,0.9
12,15,300,1,12,12,1000,509.0,25.0,491.0,25.0,49.1,2.5,91.2,0.9
12,15,300,1,12,13,1000,530.0,26.0,470.0,26.0,47.0,2.6,90.7,1.0
12,15,300,1,12,14,1000,546.0,22.0,454.0,22.0,45.4,2.2,90.2,1.0
12,15,300,1,12,15,1000,564.0,22.0,436.0,22.0,43.6,2.2,89.6,1.2
12,15,300,1,12,16,1000,582.0,25.0,418.0,25.0,41.8,2.5,88.9,1.5
12,15,300,1,12,17,1000,596.0,19.0,404.0,19.0,40.4,1.9,88.4,1.2
12,15,300,1,12,18,1000,614.0,26.0,386.0,26.0,38.6,2.6,87.2,1.5
12,15,300,1,12,19,1000,625.0,25.0,375.0,25.0,37.5,2.5,86.7,1.8
12,15,300,1,12,20,1000,639.0,21.0,361.0,21.0,36.1,2.1,85.4,1.8
12,15,300,1,12,21,1000,650.0,23.0,350.0,23.0,35.0,2.3,84.2,1.9
12,15,300,1,12,22,1000,653.0,20.0,347.0,20.0,34.7,2.0,83.4,1.8
12,15,300,1,12,23,1000,672.0,20.0,328.0,20.0,32.8,2.0,81.9,2.4
12,15,300,1,12,24,1000,676.0,21.0,324.0,21.0,32.4,2.1,80.6,2.3
12,15,300,1,12,25,1000,683.0,22.0,317.0,22.0,31.7,2.2,79.1,2.5
12,15,300,1,12,26,1000,686.0,24.0,314.0,24.0,31.4,2.4,78.0,2.7
12,15,300,1,12,27,1000,690.0,23.0,310.0,23.0,31.0,2.3,76.5,2.4
12,15,300,1,12,28,1000,696.0,21.0,304.0,21.0,30.4,2.1,74.5,2.7
12,15,300,1,12,29,1000,704.0,21.0,296.0,21.0,29.6,2.1,73.5,2.8
12,15,300,1,12,30,1000,695.0,19.0,305.0,19.0,30.5,1.9,71.7,2.6
12,15,300,1,13,11,1000,510.0,24.0,490.0,24.0,49.0,2.4,91.4,0.8
12,15,300,1,13,12,1000,527.0,22.0,473.0,22.0,47.3,2.2,91.1,0.8
12,15,300,1,13,13,1000,550.0,25.0,450.0,25.0,45.0,2.5,90.5,0.9
12,15,300,1,13,14,1000,567.0,23.0,433.0,23.0,43.3,2.3,90.0,0.9
12,15,300,1,13,15,1000,581.0,27.0,419.0,27.0,41.9,2.7,89.6,1.1
12,15,300,1,13,16,1000,601.0,26.0,399.0,26.0,39.9,2.6,88.9,1.2
12,15,300,1,13,17,1000,622.0,26.0,378.0,26.0,37.8,2.6,88.1,1.2
12,15,300,1,13,18,1000,637.0,25.0,363.0,25.0,36.3,2.5,87.4,1.3
12,15,300,1,13,19,1000,643.0,23.0,357.0,23.0,35.7,2.3,86.6,1.5
12,15,300,1,13,20,1000,661.0,24.0,339.0,24.0,33.9,2.4,85.5,1.8
12,15,300,1,13,21,1000,670.0,24.0,330.0,24.0,33.0,2.4,84.4,2.0
12,15,300,1,13,22,1000,678.0,24.0,322.0,24.0,32.2,2.4,83.5,1.9
12,15,300,1,13,23,1000,691.0,23.0,309.0,23.0,30.9,2.3,82.3,1.9
12,15,300,1,13,24,1000,697.0,25.0,303.0,25.0,30.3,2.5,81.1,2.2
12,15,300,1,13,25,1000,704.0,22.0,296.0,22.0,29.6,2.2,79.2,2.3
12,15,300,1,13,26,1000,708.0,19.0,292.0,19.0,29.2,1.9,77.7,2.6
12,15,300,1,13,27,1000,710.0,23.0,290.0,23.0,29.0,2.3,76.4,2.6
12,15,300,1,13,28,1000,715.0,22.0,285.0,22.0,28.5,2.2,75.6,2.6
12,15,300,1,13,29,1000,715.0,22.0,285.0,22.0,28.5,2.2,73.5,2.5
12,15,300,1,13,30,1000,720.0,18.0,280.0,18.0,28.0,1.8,71.9,2.8
12,15,300,1,14,11,1000,531.0,24.0,469.0,24.0,46.9,2.4,91.2,0.8
12,15,300,1,14,12,1000,547.0,22.0,453.0,22.0,45.3,2.2,90.8,0.8
12,15,300,1,14,13,1000,571.0,26.0,429.0,26.0,42.9,2.6,90.3,0.9
12,15,300,1,14,14,1000,586.0,24.0,414.0,24.0,41.4,2.4,90.0,1.0
12,15,300,1,14,15,1000,606.0,24.0,394.0,24.0,39.4,2.4,89.3,1.1
12,15,300,1,14,16,1000,618.0,24.0,382.0,24.0,38.2,2.4,88.8,1.0
12,15,300,1,14,17,1000,634.0,26.0,366.0,26.0,36.6,2.6,88.2,1.3
12,15,300,1,14,18,1000,651.0,26.0,349.0,26.0,34.9,2.6,87.3,1.4
12,15,300,1,14,19,1000,664.0,23.0,336.0,23.0,33.6,2.3,86.6,1.4
12,15,300,1,14,20,1000,678.0,24.0,322.0,24.0,32.2,2.4,85.7,1.5
12,15,300,1,14,21,1000,686.0,22.0,314.0,22.0,31.4,2.2,84.6,1.9
12,15,300,1,14,22,1000,700.0,23.0,300.0,23.0,30.0,2.3,83.1,1.9
12,15,300,1,14,23,1000,711.0,22.0,289.0,22.0,28.9,2.2,82.3,2.0
12,15,300,1,14,24,1000,716.0,23.0,284.0,23.0,28.4,2.3,80.7,2.4
12,15,300,1,14,25,1000,724.0,21.0,276.0,21.0,27.6,2.1,79.5,2.2
12,15,300,1,14,26,1000,719.0,23.0,281.0,23.0,28.1,2.3,78.4,2.9
12,15,300,1,14,27,1000,736.0,24.0,264.0,24.0,26.4,2.4,76.9,2.6
12,15,300,1,14,28,1000,738.0,21.0,262.0,21.0,26.2,2.1,75.2,2.3
12,15,300,1,14,29,1000,739.0,22.0,261.0,22.0,26.1,2.2,73.9,2.4
12,15,300,1,14,30,1000,740.0,23.0,260.0,23.0,26.0,2.3,72.2,2.6
12,15,300,1,15,11,1000,550.0,28.0,450.0,28.0,45.0,2.8,90.9,0.9
12,15,300,1,15,12,1000,570.0,24.0,430.0,24.0,43.0,2.4,90.4,0.9
12,15,300,1,15,13,1000,586.0,25.0,414.0,25.0,41.4,2.5,90.3,1.0
12,15,300,1,15,14,1000,608.0,24.0,392.0,24.0,39.2,2.4,89.7,1.0
12,15,300,1,15,15,1000,625.0,25.0,375.0,25.0,37.5,2.5,89.2,1.1
12,15,300,1,15,16,1000,638.0,26.0,362.0,26.0,36.2,2.6,88.7,1.0
12,15,300,1,15,17,1000,655.0,28.0,345.0,28.0,34.5,2.8,88.2,1.3
12,15,300,1,15,18,1000,668.0,26.0,332.0,26.0,33.2,2.6,87.3,1.4
12,15,300,1,15,19,1000,683.0,27.0,317.0,27.0,31.7,2.7,86.5,1.6
12,15,300,1,15,20,1000,697.0,23.0,303.0,23.0,30.3,2.3,85.8,1.5
12,15,300,1,15,21,1000,709.0,24.0,291.0,24.0,29.1,2.4,84.6,1.6
12,15,300,1,15,22,1000,719.0,24.0,281.0,24.0,28.1,2.4,83.4,1.8
12,15,300,1,15,23,1000,728.0,25.0,272.0,25.0,27.2,2.5,82.3,2.0
12,15,300,1,15,24,1000,737.0,25.0,263.0,25.0,26.3,2.5,81.1,2.3
12,15,300,1,15,25,1000,740.0,22.0,260.0,22.0,26.0,2.2,79.8,2.5
12,15,300,1,15,26,1000,746.0,23.0,254.0,23.0,25.4,2.3,78.5,2.3
12,15,300,1,15,27,1000,750.0,20.0,250.0,20.0,25.0,2.0,77.2,2.3
12,15,300,1,15,28,1000,754.0,23.0,246.0,23.0,24.6,2.3,75.1,2.5
12,15,300,1,15,29,1000,756.0,24.0,244.0,24.0,24.4,2.4,73.1,2.4
12,15,300,1,15,30,1000,758.0,23.0,242.0,23.0,24.2,2.3,72.4,2.2
12,15,300,1,16,11,1000,569.0,24.0,431.0,24.0,43.1,2.4,90.5,0.9
12,15,300,1,16,12,1000,590.0,24.0,410.0,24.0,41.0,2.4,90.3,1.0
12,15,300,1,16,13,1000,611.0,26.0,389.0,26.0,38.9,2.6,89.7,1.0
12,15,300,1,16,14,1000,622.0,25.0,378.0,25.0,37.8,2.5,89.4,1.1
12,15,300,1,16,15,1000,646.0,24.0,354.0,24.0,35.4,2.4,88.9,0.9
12,15,300,1,16,16,1000,659.0,26.0,341.0,26.0,34.1,2.6,88.3,1.1
12,15,300,1,16,17,1000,673.0,26.0,327.0,26.0,32.7,2.6,88.0,1.4
12,15,300,1,16,18,1000,685.0,26.0,315.0,26.0,31.5,2.6,87.3,1.2
12,15,300,1,16,19,1000,703.0,25.0,297.0,25.0,29.7,2.5,86.4,1.5
12,15,300,1,16,20,1000,713.0,26.0,287.0,26.0,28.7,2.6,85.5,1.6
12,15,300,1,16,21,1000,725.0,28.0,275.0,28.0,27.5,2.8,84.8,1.9
12,15,300,1,16,22,1000,740.0,26.0,260.0,26.0,26.0,2.6,83.4,1.8
12,15,300,1,16,23,1000,750.0,23.0,250.0,23.0,25.0,2.3,81.9,2.1
12,15,300,1,16,24,1000,754.0,22.0,246.0,22.0,24.6,2.2,81.3,2.2
12,15,300,1,16,25,1000,764.0,22.0,236.0,22.0,23.5,2.2,80.0,2.1
12,15,300,1,16,26,1000,765.0,25.0,235.0,25.0,23.5,2.5,78.7,2.1
12,15,300,1,16,27,1000,772.0,22.0,228.0,22.0,22.8,2.2,77.7,2.0
12,15,300,1,16,28,1000,771.0,21.0,229.0,21.0,22.9,2.1,75.8,2.5
12,15,300,1,16,29,1000,776.0,27.0,224.0,27.0,22.4,2.7,74.4,2.6
12,15,300,1,16,30,1000,778.0,23.0,222.0,23.0,22.2,2.3,72.8,2.5
12,15,300,1,17,11,1000,587.0,22.0,413.0,22.0,41.3,2.2,90.0,1.0
12,15,300,1,17,12,1000,603.0,26.0,397.0,26.0,39.7,2.6,90.0,1.0
12,15,300,1,17,13,1000,626.0,24.0,374.0,24.0,37.4,2.4,89.5,1.0
12,15,300,1,17,14,1000,643.0,27.0,357.0,27.0,35.7,2.7,89.2,1.1
12,15,300,1,17,15,1000,660.0,25.0,340.0,25.0,33.9,2.5,88.7,1.1
12,15,300,1,17,16,1000,676.0,26.0,324.0,26.0,32.4,2.6,88.3,1.2
12,15,300,1,17,17,1000,698.0,27.0,302.0,27.0,30.2,2.7,87.5,1.3
12,15,300,1,17,18,1000,707.0,27.0,293.0,27.0,29.3,2.7,87.2,1.1
12,15,300,1,17,19,1000,722.0,26.0,278.0,26.0,27.8,2.6,86.3,1.3
12,15,300,1,17,20,1000,737.0,28.0,263.0,28.0,26.3,2.8,85.2,1.7
12,15,300,1,17,21,1000,740.0,29.0,260.0,29.0,26.0,2.9,84.3,2.0
12,15,300,1,17,22,1000,758.0,26.0,242.0,26.0,24.2,2.6,83.4,1.7
12,15,300,1,17,23,1000,766.0,27.0,234.0,27.0,23.4,2.7,82.5,2.3
12,15,300,1,17,24,1000,773.0,25.0,227.0,25.0,22.7,2.5,80.8,2.1
12,15,300,1,17,25,1000,783.0,24.0,217.0,24.0,21.7,2.4,80.1,2.1
12,15,300,1,17,26,1000,785.0,21.0,215.0,21.0,21.5,2.1,78.4,2.2
12,15,300,1,17,27,1000,790.0,21.0,210.0,21.0,21.0,2.1,77.0,2.3
12,15,300,1,17,28,1000,794.0,24.0,206.0,24.0,20.6,2.4,75.4,2.2
12,15,300,1,17,29,1000,797.0,21.0,203.0,21.0,20.3,2.1,74.1,2.5
12,15,300,1,17,30,1000,798.0,21.0,202.0,21.0,20.2,2.1,72.9,2.5
12,15,300,1,18,11,1000,602.0,24.0,398.0,24.0,39.8,2.4,89.9,0.9
12,15,300,1,18,12,1000,622.0,24.0,378.0,24.0,37.8,2.4,89.5,1.1
12,15,300,1,18,13,1000,641.0,29.0,359.0,29.0,35.9,2.9,89.3,1.1
12,15,300,1,18,14,1000,665.0,26.0,335.0,26.0,33.5,2.6,88.7,1.1
12,15,300,1,18,15,1000,683.0,28.0,317.0,28.0,31.7,2.8,88.2,1.2
12,15,300,1,18,16,1000,697.0,28.0,303.0,28.0,30.3,2.8,87.9,1.1
12,15,300,1,18,17,1000,708.0,25.0,292.0,25.0,29.2,2.5,87.6,1.1
12,15,300,1,18,18,1000,723.0,30.0,277.0,30.0,27.7,3.0,86.7,1.4
12,15,300,1,18,19,1000,735.0,27.0,265.0,27.0,26.5,2.7,86.0,1.5
12,15,300,1,18,20,1000,753.0,24.0,247.0,24.0,24.7,2.4,85.1,1.4
12,15,300,1,18,21,1000,763.0,23.0,237.0,23.0,23.7,2.3,84.4,1.6
12,15,300,1,18,22,1000,776.0,25.0,224.0,25.0,22.4,2.5,83.1,1.8
12,15,300,1,18,23,1000,789.0,25.0,211.0,25.0,21.1,2.5,81.9,2.1
12,15,300,1,18,24,1000,791.0,22.0,209.0,22.0,20.9,2.2,81.1,1.9
12,15,300,1,18,25,1000,801.0,24.0,199.0,24.0,19.9,2.4,79.6,2.2
12,15,300,1,18,26,1000,798.0,22.0,202.0,22.0,20.2,2.2,78.7,2.3
12,15,300,1,18,27,1000,809.0,23.0,191.0,23.0,19.1,2.3,77.4,2.3
12,15,300,1,18,28,1000,812.0,23.0,188.0,23.0,18.8,2.3,76.3,2.2
12,15,300,1,18,29,1000,815.0,23.0,185.0,23.0,18.5,2.3,74.0,2.4
12,15,300,1,18,30,1000,817.0,23.0,183.0,23.0,18.3,2.3,73.1,2.7
12,15,300,1,19,11,1000,627.0,25.0,373.0,25.0,37.3,2.5,89.2,1.1
12,15,300,1,19,12,1000,645.0,28.0,355.0,28.0,35.5,2.8,89.0,1.4
12,15,300,1,19,13,1000,656.0,24.0,344.0,24.0,34.4,2.4,89.0,1.1
12,15,300,1,19,14,1000,682.0,23.0,318.0,23.0,31.8,2.3,88.3,1.1
12,15,300,1,19,15,1000,699.0,24.0,301.0,24.0,30.1,2.4,87.9,1.0
12,15,300,1,19,16,1000,711.0,28.0,289.0,28.0,28.9,2.8,87.6,1.2
12,15,300,1,19,17,1000,729.0,28.0,271.0,28.0,27.1,2.8,87.0,1.5
12,15,300,1,19,18,1000,745.0,25.0,255.0,25.0,25.5,2.5,86.3,1.3
12,15,300,1,19,19,1000,757.0,22.0,243.0,22.0,24.3,2.2,85.6,1.4
12,15,300,1,19,20,1000,775.0,28.0,225.0,28.0,22.5,2.8,84.8,1.6
12,15,300,1,19,21,1000,781.0,29.0,219.0,29.0,21.9,2.9,84.2,1.7
12,15,300,1,19,22,1000,791.0,24.0,209.0,24.0,20.9,2.4,82.9,1.9
12,15,300,1,19,23,1000,802.0,27.0,198.0,27.0,19.8,2.7,81.9,1.7
12,15,300,1,19,24,1000,812.0,23.0,188.0,23.0,18.8,2.3,81.0,1.8
12,15,300,1,19,25,1000,816.0,23.0,184.0,23.0,18.4,2.3,80.0,1.9
12,15,300,1,19,26,1000,820.0,25.0,180.0,25.0,18.0,2.5,78.3,2.1
12,15,300,1,19,27,1000,826.0,25.0,174.0,25.0,17.3,2.5,77.4,2.1
12,15,300,1,19,28,1000,827.0,24.0,173.0,24.0,17.3,2.4,75.9,2.5
12,15,300,1,19,29,1000,836.0,23.0,164.0,23.0,16.4,2.3,74.6,2.4
12,15,300,1,19,30,1000,831.0,24.0,169.0,24.0,16.9,2.4,73.2,2.3
12,15,300,1,20,11,1000,641.0,25.0,359.0,25.0,35.9,2.5,88.5,1.2
12,15,300,1,20,12,1000,663.0,22.0,337.0,22.0,33.7,2.2,88.4,1.1
12,15,300,1,20,13,1000,679.0,25.0,321.0,25.0,32.1,2.5,88.3,1.2
12,15,300,1,20,14,1000,694.0,23.0,306.0,23.0,30.6,2.3,88.1,1.2
12,15,300,1,20,15,1000,713.0,25.0,287.0,25.0,28.7,2.5,87.7,1.3
12,15,300,1,20,16,1000,728.0,28.0,272.0,28.0,27.2,2.8,87.5,1.3
12,15,300,1,20,17,1000,746.0,27.0,254.0,27.0,25.4,2.7,86.7,1.4
12,15,300,1,20,18,1000,760.0,24.0,240.0,24.0,24.0,2.4,86.1,1.3
12,15,300,1,20,19,1000,778.0,25.0,222.0,25.0,22.2,2.5,85.4,1.4
12,15,300,1,20,20,1000,789.0,25.0,211.0,25.0,21.1,2.5,84.6,1.5
12,15,300,1,20,21,1000,796.0,25.0,204.0,25.0,20.4,2.5,83.7,1.6
12,15,300,1,20,22,1000,814.0,22.0,186.0,22.0,18.6,2.2,82.5,1.9
12,15,300,1,20,23,1000,821.0,22.0,179.0,22.0,17.9,2.2,81.8,1.9
12,15,300,1,20,24,1000,829.0,25.0,171.0,25.0,17.1,2.5,80.7,2.0
12,15,300,1,20,25,1000,834.0,22.0,166.0,22.0,16.6,2.2,79.3,2.2
12,15,300,1,20,26,1000,839.0,23.0,161.0,23.0,16.1,2.3,78.5,2.2
12,15,300,1,20,27,1000,846.0,19.0,154.0,19.0,15.4,1.9,76.7,2.2
12,15,300,1,20,28,1000,847.0,22.0,153.0,22.0,15.3,2.2,75.8,2.6
12,15,300,1,20,29,1000,847.0,23.0,153.0,23.0,15.3,2.3,73.9,2.4
12,15,300,1,20,30,1000,848.0,23.0,152.0,23.0,15.2,2.3,73.0,2.7
12,15,300,1,21,11,1000,656.0,26.0,344.0,26.0,34.4,2.6,88.1,1.2
12,15,300,1,21,12,1000,677.0,25.0,323.0,25.0,32.3,2.5,88.0,1.2
12,15,300,1,21,13,1000,697.0,31.0,303.0,31.0,30.3,3.1,87.6,1.3
12,15,300,1,21,14,1000,717.0,24.0,283.0,24.0,28.3,2.4,87.2,1.2
12,15,300,1,21,15,1000,729.0,28.0,271.0,28.0,27.1,2.8,87.1,1.3
12,15,300,1,21,16,1000,749.0,26.0,251.0,26.0,25.1,2.6,86.7,1.3
12,15,300,1,21,17,1000,759.0,26.0,241.0,26.0,24.1,2.6,86.4,1.3
12,15,300,1,21,18,1000,780.0,24.0,220.0,24.0,22.0,2.4,85.7,1.4
12,15,300,1,21,19,1000,795.0,27.0,205.0,27.0,20.5,2.7,84.8,1.4
12,15,300,1,21,20,1000,803.0,27.0,197.0,27.0,19.7,2.7,84.4,1.5
12,15,300,1,21,21,1000,815.0,24.0,185.0,24.0,18.5,2.4,83.4,1.7
12,15,300,1,21,22,1000,826.0,25.0,174.0,25.0,17.4,2.5,82.7,1.7
12,15,300,1,21,23,1000,837.0,22.0,163.0,22.0,16.3,2.2,81.6,1.9
12,15,300,1,21,24,1000,844.0,25.0,156.0,25.0,15.6,2.5,80.4,1.8
12,15,300,1,21,25,1000,850.0,25.0,150.0,25.0,15.0,2.5,79.5,2.0
12,15,300,1,21,26,1000,854.0,22.0,146.0,22.0,14.6,2.2,78.2,2.1
12,15,300,1,21,27,1000,866.0,21.0,134.0,21.0,13.4,2.1,76.7,2.2
12,15,300,1,21,28,1000,865.0,20.0,135.0,20.0,13.5,2.0,75.5,2.3
12,15,300,1,21,29,1000,866.0,22.0,134.0,22.0,13.4,2.2,74.5,2.3
12,15,300,1,21,30,1000,863.0,24.0,137.0,24.0,13.7,2.4,73.4,2.3
12,15,300,1,22,11,1000,669.0,25.0,331.0,25.0,33.1,2.5,87.7,1.3
12,15,300,1,22,12,1000,692.0,22.0,308.0,22.0,30.8,2.2,87.4,1.3
12,15,300,1,22,13,1000,712.0,24.0,288.0,24.0,28.8,2.4,87.1,1.3
12,15,300,1,22,14,1000,728.0,26.0,272.0,26.0,27.2,2.6,86.9,1.3
12,15,300,1,22,15,1000,747.0,24.0,253.0,24.0,25.3,2.4,86.6,1.5
12,15,300,1,22,16,1000,759.0,26.0,241.0,26.0,24.1,2.6,86.3,1.4
12,15,300,1,22,17,1000,779.0,23.0,221.0,23.0,22.1,2.3,85.7,1.3
12,15,300,1,22,18,1000,794.0,25.0,206.0,25.0,20.6,2.5,85.4,1.6
12,15,300,1,22,19,1000,806.0,28.0,194.0,28.0,19.4,2.8,84.5,1.6
12,15,300,1,22,20,1000,820.0,25.0,180.0,25.0,18.0,2.5,83.7,1.9
12,15,300,1,22,21,1000,835.0,24.0,165.0,24.0,16.5,2.4,83.2,1.7
12,15,300,1,22,22,1000,841.0,22.0,159.0,22.0,15.9,2.2,82.1,1.9
12,15,300,1,22,23,1000,853.0,21.0,147.0,21.0,14.7,2.1,81.1,1.9
12,15,300,1,22,24,1000,851.0,22.0,149.0,22.0,14.9,2.2,80.3,2.2
12,15,300,1,22,25,1000,861.0,23.0,139.0,23.0,13.9,2.3,78.9,2.1
12,15,300,1,22,26,1000,864.0,23.0,136.0,23.0,13.6,2.3,78.3,2.4
12,15,300,1,22,27,1000,875.0,20.0,125.0,20.0,12.5,2.0,76.7,2.2
12,15,300,1,22,28,1000,875.0,20.0,125.0,20.0,12.5,2.0,75.2,2.2
12,15,300,1,22,29,1000,878.0,22.0,122.0,22.0,12.2,2.2,74.1,2.3
12,15,300,1,22,30,1000,882.0,21.0,118.0,21.0,11.8,2.1,72.7,2.3
12,15,300,1,23,11,1000,689.0,23.0,311.0,23.0,31.1,2.3,86.8,1.3
12,15,300,1,23,12,1000,709.0,23.0,291.0,23.0,29.1,2.3,86.4,1.3
12,15,300,1,23,13,1000,727.0,25.0,273.0,25.0,27.3,2.5,86.4,1.4
12,15,300,1,23,14,1000,743.0,24.0,257.0,24.0,25.7,2.4,86.0,1.4
12,15,300,1,23,15,1000,760.0,23.0,240.0,23.0,24.0,2.3,85.9,1.4
12,15,300,1,23,16,1000,780.0,25.0,220.0,25.0,22.0,2.5,85.5,1.4
12,15,300,1,23,17,1000,793.0,26.0,207.0,26.0,20.7,2.6,85.2,1.5
12,15,300,1,23,18,1000,804.0,29.0,196.0,29.0,19.6,2.9,84.9,1.5
12,15,300,1,23,19,1000,822.0,24.0,178.0,24.0,17.8,2.4,83.9,1.7
12,15,300,1,23,20,1000,833.0,26.0,167.0,26.0,16.7,2.6,83.4,1.7
12,15,300,1,23,21,1000,843.0,26.0,157.0,26.0,15.7,2.6,82.9,1.5
12,15,300,1,23,22,1000,858.0,21.0,142.0,21.0,14.2,2.1,81.9,1.9
12,15,300,1,23,23,1000,867.0,24.0,133.0,24.0,13.3,2.4,80.9,1.9
12,15,300,1,23,24,1000,873.0,21.0,127.0,21.0,12.7,2.1,79.9,2.0
12,15,300,1,23,25,1000,880.0,24.0,120.0,24.0,12.0,2.4,78.8,1.9
12,15,300,1,23,26,1000,886.0,20.0,114.0,20.0,11.4,2.0,77.5,1.9
12,15,300,1,23,27,1000,891.0,25.0,109.0,25.0,10.9,2.5,76.4,2.1
12,15,300,1,23,28,1000,892.0,24.0,108.0,24.0,10.8,2.4,75.5,2.3
12,15,300,1,23,29,1000,893.0,20.0,107.0,20.0,10.7,2.0,74.2,2.2
12,15,300,1,23,30,1000,900.0,22.0,100.0,22.0,10.0,2.2,72.8,2.5
